Month,Age=1-4 years|Sex=Female,Age=1-4 years|Sex=Male,Age=10-14 years|Sex=Female,Age=10-14 years|Sex=Male,Age=100+ years|Sex=Female,Age=100+ years|Sex=Male,Age=15-19 years|Sex=Female,Age=15-19 years|Sex=Male,Age=20-24 years|Sex=Female,Age=20-24 years|Sex=Male,Age=25-29 years|Sex=Female,Age=25-29 years|Sex=Male,Age=30-34 years|Sex=Female,Age=30-34 years|Sex=Male,Age=35-39 years|Sex=Female,Age=35-39 years|Sex=Male,Age=40-44 years|Sex=Female,Age=40-44 years|Sex=Male,Age=45-49 years|Sex=Female,Age=45-49 years|Sex=Male,Age=5-9 years|Sex=Female,Age=5-9 years|Sex=Male,Age=50-54 years|Sex=Female,Age=50-54 years|Sex=Male,Age=55-59 years|Sex=Female,Age=55-59 years|Sex=Male,Age=60-64 years |Sex=Female,Age=60-64 years |Sex=Male,Age=65-69 years|Sex=Female,Age=65-69 years|Sex=Male,Age=70-74 years|Sex=Female,Age=70-74 years|Sex=Male,Age=75-79 years|Sex=Female,Age=75-79 years|Sex=Male,Age=80-84 years|Sex=Female,Age=80-84 years|Sex=Male,Age=85-89 years|Sex=Female,Age=85-89 years|Sex=Male,Age=90-94 years|Sex=Female,Age=90-94 years|Sex=Male,Age=95-99 years|Sex=Female,Age=95-99 years|Sex=Male,Age=< 1 year|Sex=Female,Age=< 1 year|Sex=Male,Age=Not Stated|Sex=Female,Age=Not Stated|Sex=Male
2021-11-01,6.439024390243903,10.428571428571429,9.25,4.8125,0.0,0.0,44.0,78.0,105.0,271.0,217.0,564.0,324.0,752.0,336.0,858.0,265.0,785.0,271.0,562.0,0.0,0.0,257.0,601.0,287.0,570.0,210.0,499.0,119.0,254.0,35.0,109.0,18.0,21.0,16.0,10.0,10.0,12.590909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,6.707317073170732,10.571428571428571,9.5,5.5,0.0,0.0,40.0,75.0,128.0,283.0,208.0,571.0,299.0,823.0,317.0,842.0,307.0,798.0,284.0,587.0,0.0,0.0,319.0,622.0,268.0,650.0,223.0,489.0,102.0,317.0,47.0,91.0,18.0,32.0,13.0,11.5,11.0,12.454545454545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,6.975609756097562,10.714285714285714,9.75,6.1875,0.0,0.0,56.0,71.0,128.0,308.0,233.0,591.0,359.0,804.0,394.0,831.0,354.0,830.0,251.0,675.0,0.0,0.0,283.0,610.0,290.0,679.0,220.0,534.0,123.0,290.0,54.0,121.0,38.0,44.0,17.0,13.0,11.142857142857142,12.318181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,7.2439024390243905,10.857142857142858,10.0,6.875,0.0,0.0,45.0,96.0,144.0,301.0,219.0,568.0,290.0,794.0,340.0,808.0,324.0,760.0,276.0,596.0,0.0,0.0,297.0,696.0,266.0,612.0,208.0,484.0,97.0,255.0,37.0,85.0,12.0,34.0,17.666666666666668,13.0,11.285714285714286,12.181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,7.51219512195122,11.0,10.11111111111111,7.5625,0.0,0.0,59.0,91.0,140.0,335.0,234.0,673.0,346.0,844.0,357.0,853.0,370.0,804.0,303.0,702.0,0.0,0.0,286.0,652.0,296.0,681.0,228.0,511.0,127.0,270.0,46.0,95.0,19.0,31.0,18.333333333333332,12.0,11.428571428571429,12.045454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,7.7804878048780495,10.5,10.222222222222221,8.25,0.0,0.0,41.0,79.0,111.0,297.0,227.0,578.0,309.0,846.0,323.0,841.0,304.0,783.0,279.0,627.0,0.0,0.0,300.0,629.0,258.0,649.0,187.0,480.0,106.0,262.0,49.0,98.0,23.0,24.0,19.0,15.0,11.571428571428571,11.90909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,8.048780487804878,10.0,10.333333333333334,8.9375,0.0,0.0,38.0,106.0,148.0,266.0,223.0,572.0,300.0,771.0,324.0,825.0,332.0,813.0,297.0,652.0,0.0,0.0,321.0,695.0,306.0,640.0,240.0,513.0,112.0,250.0,50.0,86.0,31.0,42.0,13.0,18.0,11.714285714285714,11.772727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,8.317073170731708,10.0,10.444444444444445,9.625,0.0,0.0,46.0,82.0,119.0,287.0,224.0,564.0,296.0,849.0,354.0,833.0,335.0,806.0,277.0,681.0,0.0,0.0,277.0,641.0,322.0,660.0,228.0,530.0,111.0,276.0,46.0,99.0,28.0,27.0,13.0,14.0,11.857142857142858,11.636363636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,8.585365853658537,10.5,10.555555555555555,10.3125,0.0,0.0,43.0,84.0,146.0,314.0,219.0,591.0,302.0,904.0,357.0,923.0,375.0,859.0,310.0,700.0,0.0,0.0,316.0,720.0,288.0,702.0,239.0,579.0,104.0,303.0,50.0,117.0,19.0,36.0,13.0,12.0,12.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,8.853658536585366,11.0,10.666666666666666,11.0,0.0,0.0,57.0,93.0,120.0,265.0,218.0,619.0,314.0,860.0,324.0,889.0,332.0,862.0,259.0,681.0,0.0,0.0,292.0,692.0,308.0,663.0,219.0,555.0,126.0,280.0,54.0,100.0,18.0,34.0,12.0,13.0,12.2,11.363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,9.121951219512196,11.5,10.777777777777779,11.0,0.0,0.0,54.0,90.0,135.0,268.0,197.0,537.0,298.0,799.0,345.0,834.0,333.0,796.0,253.0,630.0,0.0,0.0,322.0,666.0,313.0,669.0,227.0,520.0,99.0,330.0,44.0,101.0,22.0,30.0,10.0,14.0,12.4,11.227272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,9.390243902439025,12.0,10.88888888888889,11.0,0.0,0.0,51.0,90.0,136.0,284.0,247.0,601.0,342.0,781.0,379.0,839.0,348.0,761.0,277.0,639.0,0.0,0.0,292.0,655.0,290.0,685.0,245.0,588.0,137.0,300.0,43.0,101.0,22.0,32.0,13.0,15.0,12.6,11.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,9.658536585365855,10.0,11.0,11.0,0.0,0.0,61.0,94.0,119.0,280.0,227.0,584.0,301.0,765.0,302.0,840.0,311.0,828.0,283.0,650.0,0.0,0.0,281.0,653.0,280.0,675.0,247.0,562.0,121.0,290.0,43.0,101.0,16.0,34.0,13.333333333333334,14.0,12.8,10.954545454545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,9.926829268292684,10.5,10.0,11.0,0.0,0.0,51.0,94.0,133.0,324.0,223.0,586.0,322.0,853.0,326.0,883.0,335.0,845.0,294.0,718.0,0.0,0.0,296.0,705.0,296.0,746.0,237.0,661.0,147.0,353.0,55.0,100.0,22.0,44.0,13.666666666666666,11.0,13.0,10.818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,10.195121951219512,11.0,10.0,11.0,0.0,0.0,43.0,113.0,139.0,286.0,221.0,560.0,309.0,842.0,335.0,843.0,374.0,853.0,316.0,668.0,0.0,0.0,287.0,655.0,287.0,721.0,254.0,585.0,136.0,345.0,42.0,112.0,30.0,41.0,14.0,18.0,10.0,10.681818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,10.463414634146343,10.0,10.0,11.0,0.0,0.0,65.0,84.0,125.0,236.0,204.0,489.0,290.0,718.0,331.0,747.0,335.0,822.0,258.0,643.0,0.0,0.0,261.0,629.0,272.0,635.0,253.0,506.0,130.0,311.0,43.0,118.0,26.0,37.0,13.5,17.5,12.0,10.545454545454547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,10.731707317073171,11.5,10.0,11.0,0.0,0.0,52.0,83.0,139.0,279.0,206.0,578.0,356.0,851.0,356.0,965.0,322.0,850.0,287.0,674.0,0.0,0.0,296.0,691.0,291.0,740.0,231.0,650.0,143.0,322.0,53.0,144.0,16.0,44.0,13.0,17.0,14.0,10.40909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,11.0,13.0,10.0,11.0,0.0,0.0,56.0,81.0,140.0,254.0,204.0,538.0,321.0,813.0,367.0,903.0,349.0,825.0,299.0,683.0,0.0,0.0,302.0,671.0,305.0,734.0,204.0,591.0,119.0,345.0,54.0,126.0,21.0,20.0,14.0,20.0,12.0,10.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,14.0,14.5,10.0,11.0,0.0,0.0,56.0,100.0,123.0,281.0,203.0,587.0,293.0,793.0,337.0,923.0,364.0,872.0,288.0,699.0,0.0,0.0,353.0,739.0,303.0,744.0,249.0,590.0,111.0,339.0,55.0,118.0,25.0,31.0,14.0,16.0,10.0,10.136363636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01,14.0,16.0,10.0,11.0,0.0,0.0,55.0,87.0,123.0,273.0,185.0,516.0,267.0,818.0,317.0,855.0,372.0,783.0,275.0,695.0,0.0,0.0,264.0,650.0,282.0,687.0,210.0,585.0,140.0,310.0,50.0,117.0,22.0,36.0,13.0,14.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-01,14.0,14.333333333333334,10.0,11.0,0.0,0.0,55.0,87.0,131.0,258.0,197.0,544.0,321.0,842.0,311.0,911.0,326.0,906.0,270.0,694.0,0.0,0.0,276.0,687.0,285.0,724.0,235.0,630.0,139.0,379.0,59.0,133.0,28.0,37.0,15.0,19.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,14.0,12.666666666666666,10.0,11.0,0.0,0.0,47.0,80.0,107.0,252.0,179.0,535.0,283.0,847.0,341.0,903.0,330.0,860.0,296.0,708.0,0.0,0.0,304.0,618.0,288.0,683.0,277.0,588.0,131.0,353.0,45.0,135.0,24.0,53.0,17.0,12.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01,14.0,11.0,10.0,11.0,0.0,0.0,32.0,79.0,123.0,215.0,151.0,451.0,264.0,731.0,272.0,773.0,299.0,784.0,248.0,590.0,0.0,0.0,237.0,617.0,248.0,623.0,228.0,513.0,125.0,308.0,41.0,112.0,29.0,35.0,14.0,12.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,14.0,10.0,10.0,11.0,0.0,0.0,52.0,73.0,90.0,196.0,175.0,449.0,270.0,720.0,274.0,740.0,306.0,751.0,248.0,571.0,0.0,0.0,257.0,632.0,264.0,605.0,216.0,545.0,141.0,327.0,55.0,102.0,26.0,37.0,12.0,12.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,14.0,10.0,10.0,11.0,0.0,0.0,40.0,73.0,96.0,235.0,159.0,408.0,268.0,665.0,291.0,738.0,281.0,694.0,245.0,562.0,0.0,0.0,261.0,515.0,226.0,583.0,226.0,528.0,142.0,278.0,54.0,103.0,22.0,38.0,13.0,14.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,14.0,10.0,10.0,11.0,0.0,0.0,39.0,78.0,92.0,195.0,150.0,415.0,255.0,640.0,290.0,724.0,302.0,711.0,271.0,573.0,0.0,0.0,255.0,581.0,281.0,615.0,256.0,520.0,140.0,335.0,49.0,117.0,28.0,37.0,10.0,23.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
